,molecule1,molecule2,score
50,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/AKT2_3e8d_altB_chainB,0.8275881976570011
51,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_2xb7_chainA,0.7128600950254681
52,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_2xba_chainA,0.7195438404054761
53,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_2xp2_chainA,0.7378002674061837
54,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_2yfx_chainA,0.7279223481688446
55,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_2yhv_chainA,0.7237228667998213
56,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_2yjr_altB_chainA,0.7386595160345578
57,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_2yjs_chainA,0.7191076874956468
58,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_3aox_altB_chainA,0.724557548215531
59,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_3l9p_altA_chainA,0.7211183422002958
60,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_3lcs_altB_chainA,0.7293494697930548
61,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_3lct_altB_chainA,0.7291410379710216
62,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_4anl_chainA,0.7253285252842253
63,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_4anq_chainA,0.7328755396720803
64,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_4ans_chainA,0.7300666591318443
65,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_4ccb_chainA,0.7358622425663359
66,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_4ccu_chainA,0.6849488291865088
67,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_4cd0_chainA,0.7443002659374152
68,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_4cli_chainA,0.7394933164291148
69,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_4clj_chainA,0.7378639746383393
70,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_4cmo_chainA,0.7394662315420775
71,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_4cmt_chainA,0.6870870550255004
72,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_4cmu_chainA,0.73697786201028
73,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_4cnh_chainB,0.7260543887236874
74,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_4ctb_chainA,0.7274338579325565
75,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_4ctc_chainA,0.724960983894207
76,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_4dce_chainA,0.6829191190208712
77,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_4fnw_chainA,0.7355518858392431
78,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_4fnx_chainA,0.707864612613925
79,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_4fnz_chainA,0.6897042759080576
80,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_4fob_chainA,0.7331997186045851
81,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_4foc_chainA,0.7178219013015663
82,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_4fod_altA_chainA,0.7050019388302198
83,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_4joa_altA_chainA,0.7159446375613732
84,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_4mkc_altB_chainA,0.7132029973683892
85,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_4tt7_altB_chainA,0.7535211163595359
86,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_4z55_altB_chainA,0.7280512972714918
87,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_5a9u_altB_chainA,0.6843916982522178
88,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_5aa8_altB_chainA,0.6859193990850175
89,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_5aa9_altA_chainA,0.7380667287908778
90,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_5aaa_altB_chainA,0.7433960155532664
91,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_5aab_altB_chainA,0.7369726237880515
92,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_5aac_altB_chainA,0.6815878239025813
93,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_5fto_altA_chainA,0.7227742879121045
94,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_5ftq_altB_chainA,0.7247135893079165
95,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_5imx_chainA,0.7394608314299655
96,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_5iui_altA_chainA,0.6998571471025248
97,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_5kz0_chainA,0.7285019281629546
98,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ALK_6cdt_chainA,0.7265505254712018
99,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AAK1_5te0_chainA,1.2479208872214007
100,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ABL1_2f4j_chainA,0.6869789435729509
101,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ABL1_2g1t_chainA,0.6305594710817605
102,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ABL1_2g2i_chainA,0.7435577055528537
103,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ABL1_2gqg_altB_chainA,0.6418107110765016
104,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ABL1_2hz4_chainB,0.7881636393457438
105,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ABL1_2v7a_chainB,0.6816349724262626
106,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ABL1_4twp_chainB,0.6656535593252907
107,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ABL2_2xyn_altA_chainA,0.6757671401091495
108,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ACK_1u46_chainA,0.7504227473047446
109,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ACK_1u4d_chainB,0.7195622958949282
110,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ACK_1u54_chainB,0.7031649157580999
111,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ACK_3eqp_chainB,0.732182006964377
112,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ACK_3eqr_chainA,0.6916289280191779
113,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ACK_4ewh_chainA,0.7053668691096899
114,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ACK_4hzr_altA_chainA,0.7081464106399217
115,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ACK_4hzs_chainC,0.6291336050022347
116,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ACK_4id7_chainA,0.6884603389890318
117,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ACTR2_3q4t_altA_chainB,0.6963321864332136
118,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ACTR2_3soc_altA_chainA,0.7076285842050164
119,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ACTR2_4asx_altB_chainB,0.6957179157108111
120,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ACTR2B_2qlu_chainA,0.7227848129957367
121,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ADCK3_4ped_altB_chainA,0.6481432119592092
122,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ADCK3_5i35_chainA,0.6396651612743214
123,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AKT1_3cqu_altB_chainA,0.7675323598545051
124,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AKT1_3cqw_altA_chainA,0.7909239289616683
125,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AKT1_3mv5_altB_chainA,0.8048628985339221
126,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AKT1_3mvh_altB_chainA,0.8074525294331102
127,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AKT1_3ocb_chainA,0.7943619067465691
128,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AKT1_3ow4_chainB,0.7603712591631404
129,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AKT1_3qkk_chainA,0.7724736523864247
130,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AKT1_3qkl_chainA,0.7726320090914827
131,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AKT1_3qkm_chainA,0.7567813354607107
132,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AKT1_4ekk_chainB,0.8118480783469949
133,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AKT1_4ekl_chainA,0.758824543317648
134,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AKT1_4gv1_altB_chainA,0.7919977773251708
135,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AKT1_6buu_altB_chainB,0.7917662821008087
136,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AKT1_6ccy_altB_chainA,0.7318197220313805
137,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AKT1_6npz_altB_chainA,0.7684516454176148
138,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AKT2_1o6k_chainA,0.8341108708919125
139,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AKT2_1o6l_chainA,0.845562325461169
140,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AKT2_2jdo_chainA,0.7965304878851766
141,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AKT2_2jdr_chainA,0.7930814071706724
142,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AKT2_2uw9_chainA,0.7872916116509264
143,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AKT2_2x39_chainA,0.8155292373435412
144,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AKT2_2xh5_chainA,0.754418643124942
145,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AKT2_3d0e_chainA,0.7985200026033139
146,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AKT2_3e87_altA_chainB,0.7949400416719654
147,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AKT2_3e88_chainA,0.807253349686101
148,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AKT2_3e8d_altB_chainB,0.7748007936371397
149,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_2xb7_chainA,0.6556185297403462
150,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_2xba_chainA,0.6655058614316807
151,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_2xp2_chainA,0.6793546802689399
152,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_2yfx_chainA,0.670890477955417
153,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_2yhv_chainA,0.66979062466862
154,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_2yjr_altB_chainA,0.6910965851516733
155,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_2yjs_chainA,0.6655277468036276
156,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_3aox_altB_chainA,0.6820028391605546
157,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_3l9p_altA_chainA,0.6764073916470332
158,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_3lcs_altB_chainA,0.6744066276843668
159,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_3lct_altB_chainA,0.6860362998170833
160,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_4anl_chainA,0.6665377809427693
161,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_4anq_chainA,0.6773146013627139
162,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_4ans_chainA,0.673930409810064
163,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_4ccb_chainA,0.6742305911989676
164,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_4ccu_chainA,0.6682144614486386
165,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_4cd0_chainA,0.7001524275232953
166,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_4cli_chainA,0.675277220351421
167,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_4clj_chainA,0.69168369134717
168,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_4cmo_chainA,0.6834990272361187
169,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_4cmt_chainA,0.6612290448371647
170,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_4cmu_chainA,0.6742134259603473
171,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_4cnh_chainB,0.6714996278405289
172,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_4ctb_chainA,0.6804293353913344
173,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_4ctc_chainA,0.6762015994974779
174,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_4dce_chainA,0.6665861392928075
175,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_4fnw_chainA,0.678939508603436
176,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_4fnx_chainA,0.6579176004585716
177,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_4fnz_chainA,0.6754029497082956
178,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_4fob_chainA,0.6645139651009628
179,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_4foc_chainA,0.6515637145958163
180,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_4fod_altA_chainA,0.6418848166482812
181,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_4joa_altA_chainA,0.6580437819874809
182,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_4mkc_altB_chainA,0.6632982958811876
183,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_4tt7_altB_chainA,0.6985322515290121
184,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_4z55_altB_chainA,0.6646573686829984
185,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_5a9u_altB_chainA,0.6577016857799045
186,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_5aa8_altB_chainA,0.6579918956081553
187,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_5aa9_altA_chainA,0.6916044603507141
188,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_5aaa_altB_chainA,0.6846040415386428
189,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_5aab_altB_chainA,0.6935084430052336
190,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_5aac_altB_chainA,0.6541651497828717
191,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_5fto_altA_chainA,0.6587818670087092
192,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_5ftq_altB_chainA,0.6584864933140486
193,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_5imx_chainA,0.6724052837923924
194,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_5iui_altA_chainA,0.6289775863934316
195,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_5kz0_chainA,0.6747340377148545
196,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ALK_6cdt_chainA,0.6691311118159455
197,HUMAN/AAK1_5te0_chainA,HUMAN/ABL1_2f4j_chainA,0.688630496980675
198,HUMAN/AAK1_5te0_chainA,HUMAN/ABL1_2g1t_chainA,0.609918474716737
199,HUMAN/AAK1_5te0_chainA,HUMAN/ABL1_2g2i_chainA,0.7352766956022065
200,HUMAN/AAK1_5te0_chainA,HUMAN/ABL1_2gqg_altB_chainA,0.6512667953859619
201,HUMAN/AAK1_5te0_chainA,HUMAN/ABL1_2hz4_chainB,0.7937823172112417
202,HUMAN/AAK1_5te0_chainA,HUMAN/ABL1_2v7a_chainB,0.6783444385554447
203,HUMAN/AAK1_5te0_chainA,HUMAN/ABL1_4twp_chainB,0.6630189638052294
204,HUMAN/AAK1_5te0_chainA,HUMAN/ABL2_2xyn_altA_chainA,0.6816393773767008
205,HUMAN/AAK1_5te0_chainA,HUMAN/ACK_1u46_chainA,0.7672776163744989
206,HUMAN/AAK1_5te0_chainA,HUMAN/ACK_1u4d_chainB,0.6892209997905698
207,HUMAN/AAK1_5te0_chainA,HUMAN/ACK_1u54_chainB,0.6958946554852821
208,HUMAN/AAK1_5te0_chainA,HUMAN/ACK_3eqp_chainB,0.7123675155710101
209,HUMAN/AAK1_5te0_chainA,HUMAN/ACK_3eqr_chainA,0.6746619995663722
210,HUMAN/AAK1_5te0_chainA,HUMAN/ACK_4ewh_chainA,0.6813966891715311
211,HUMAN/AAK1_5te0_chainA,HUMAN/ACK_4hzr_altA_chainA,0.7093373023612672
212,HUMAN/AAK1_5te0_chainA,HUMAN/ACK_4hzs_chainC,0.6123305530325558
213,HUMAN/AAK1_5te0_chainA,HUMAN/ACK_4id7_chainA,0.7014027230640377
214,HUMAN/AAK1_5te0_chainA,HUMAN/ACTR2_3q4t_altA_chainB,0.6660710741640425
215,HUMAN/AAK1_5te0_chainA,HUMAN/ACTR2_3soc_altA_chainA,0.6941267152699626
216,HUMAN/AAK1_5te0_chainA,HUMAN/ACTR2_4asx_altB_chainB,0.671334948805134
217,HUMAN/AAK1_5te0_chainA,HUMAN/ACTR2B_2qlu_chainA,0.6891561486498623
218,HUMAN/AAK1_5te0_chainA,HUMAN/ADCK3_4ped_altB_chainA,0.631878968861427
219,HUMAN/AAK1_5te0_chainA,HUMAN/ADCK3_5i35_chainA,0.6558294367093933
220,HUMAN/AAK1_5te0_chainA,HUMAN/AKT1_3cqu_altB_chainA,0.779033844380186
221,HUMAN/AAK1_5te0_chainA,HUMAN/AKT1_3cqw_altA_chainA,0.7952205237314863
222,HUMAN/AAK1_5te0_chainA,HUMAN/AKT1_3mv5_altB_chainA,0.79253194025088
223,HUMAN/AAK1_5te0_chainA,HUMAN/AKT1_3mvh_altB_chainA,0.8055123737594143
224,HUMAN/AAK1_5te0_chainA,HUMAN/AKT1_3ocb_chainA,0.8222328443142288
225,HUMAN/AAK1_5te0_chainA,HUMAN/AKT1_3ow4_chainB,0.7938760528533784
226,HUMAN/AAK1_5te0_chainA,HUMAN/AKT1_3qkk_chainA,0.7760679380175834
227,HUMAN/AAK1_5te0_chainA,HUMAN/AKT1_3qkl_chainA,0.7806458097808352
228,HUMAN/AAK1_5te0_chainA,HUMAN/AKT1_3qkm_chainA,0.7843725600204111
229,HUMAN/AAK1_5te0_chainA,HUMAN/AKT1_4ekk_chainB,0.8000664820292951
230,HUMAN/AAK1_5te0_chainA,HUMAN/AKT1_4ekl_chainA,0.7624464654204207
231,HUMAN/AAK1_5te0_chainA,HUMAN/AKT1_4gv1_altB_chainA,0.7926411983638485
232,HUMAN/AAK1_5te0_chainA,HUMAN/AKT1_6buu_altB_chainB,0.7967414262481668
233,HUMAN/AAK1_5te0_chainA,HUMAN/AKT1_6ccy_altB_chainA,0.7841585983749824
234,HUMAN/AAK1_5te0_chainA,HUMAN/AKT1_6npz_altB_chainA,0.775326751664196
235,HUMAN/AAK1_5te0_chainA,HUMAN/AKT2_1o6k_chainA,0.7880130734637406
236,HUMAN/AAK1_5te0_chainA,HUMAN/AKT2_1o6l_chainA,0.803879371387926
237,HUMAN/AAK1_5te0_chainA,HUMAN/AKT2_2jdo_chainA,0.782316341098054
238,HUMAN/AAK1_5te0_chainA,HUMAN/AKT2_2jdr_chainA,0.802504376501058
239,HUMAN/AAK1_5te0_chainA,HUMAN/AKT2_2uw9_chainA,0.7696950850000255
240,HUMAN/AAK1_5te0_chainA,HUMAN/AKT2_2x39_chainA,0.7937829967679666
241,HUMAN/AAK1_5te0_chainA,HUMAN/AKT2_2xh5_chainA,0.7952568381249367
242,HUMAN/AAK1_5te0_chainA,HUMAN/AKT2_3d0e_chainA,0.793610315068788
243,HUMAN/AAK1_5te0_chainA,HUMAN/AKT2_3e87_altA_chainB,0.8094265866549185
244,HUMAN/AAK1_5te0_chainA,HUMAN/AKT2_3e88_chainA,0.788393169998149
245,HUMAN/AAK1_5te0_chainA,HUMAN/AKT2_3e8d_altB_chainB,0.7780675332700696
246,HUMAN/AAK1_5te0_chainA,HUMAN/ALK_2xb7_chainA,0.6436542326871054
247,HUMAN/AAK1_5te0_chainA,HUMAN/ALK_2xba_chainA,0.6794063462488811
248,HUMAN/AAK1_5te0_chainA,HUMAN/ALK_2xp2_chainA,0.6781478975580078
249,HUMAN/AAK1_5te0_chainA,HUMAN/ALK_2yfx_chainA,0.6722337577397299
250,HUMAN/AAK1_5te0_chainA,HUMAN/ALK_2yhv_chainA,0.6773273775064342
251,HUMAN/AAK1_5te0_chainA,HUMAN/ALK_2yjr_altB_chainA,0.687425509783971
252,HUMAN/AAK1_5te0_chainA,HUMAN/ALK_2yjs_chainA,0.6885036244868483
253,HUMAN/AAK1_5te0_chainA,HUMAN/ALK_3aox_altB_chainA,0.6990223480807954
254,HUMAN/AAK1_5te0_chainA,HUMAN/ALK_3l9p_altA_chainA,0.6785922038577735
255,HUMAN/AAK1_5te0_chainA,HUMAN/ALK_3lcs_altB_chainA,0.6560105265180248
256,HUMAN/AAK1_5te0_chainA,HUMAN/ALK_3lct_altB_chainA,0.6933557041901367
257,HUMAN/AAK1_5te0_chainA,HUMAN/ALK_4anl_chainA,0.6784294149420839
258,HUMAN/AAK1_5te0_chainA,HUMAN/ALK_4anq_chainA,0.6862481314705001
259,HUMAN/AAK1_5te0_chainA,HUMAN/ALK_4ans_chainA,0.6849912886684432
260,HUMAN/AAK1_5te0_chainA,HUMAN/ALK_4ccb_chainA,0.6606311370537381
261,HUMAN/AAK1_5te0_chainA,HUMAN/ALK_4ccu_chainA,0.6734369744511782
