,molecule1,molecule2,score,score_physchem,score_spatial,coverage,coverage_physchem,coverage_spatial
30,HUMAN/ABL1_2g1t_chainA,HUMAN/ABL1_2g2i_chainA,0.9804468069906065,,,0.9588235294117647,,
31,HUMAN/ABL1_2g1t_chainA,HUMAN/ABL1_2gqg_altB_chainA,0.9785163086004576,,,0.9931372549019608,,
32,HUMAN/ABL1_2g1t_chainA,HUMAN/ABL1_2hz4_chainB,0.9829069806896551,,,0.8588235294117647,,
33,HUMAN/ABL1_2g1t_chainA,HUMAN/ABL1_2v7a_chainB,0.9772357120314765,,,0.9931372549019608,,
34,HUMAN/ABL1_2g1t_chainA,HUMAN/ABL1_4twp_chainB,0.9757130721514052,,,0.9931372549019608,,
35,HUMAN/ABL1_2g2i_chainA,HUMAN/ABL1_2gqg_altB_chainA,0.9868647957289018,,,0.9588235294117647,,
36,HUMAN/ABL1_2g2i_chainA,HUMAN/ABL1_2hz4_chainB,0.9903393679371131,,,0.8588235294117647,,
37,HUMAN/ABL1_2g2i_chainA,HUMAN/ABL1_2v7a_chainB,0.9861976598741283,,,0.9588235294117647,,
38,HUMAN/ABL1_2g2i_chainA,HUMAN/ABL1_4twp_chainB,0.9833077159216708,,,0.9588235294117647,,
39,HUMAN/ABL1_2gqg_altB_chainA,HUMAN/ABL1_2hz4_chainB,0.9891148358086379,,,0.8588235294117647,,
40,HUMAN/ABL1_2gqg_altB_chainA,HUMAN/ABL1_2v7a_chainB,0.9860628473674454,,,0.9931372549019608,,
41,HUMAN/ABL1_2gqg_altB_chainA,HUMAN/ABL1_4twp_chainB,0.985650677590127,,,0.9931372549019608,,
42,HUMAN/ABL1_2hz4_chainB,HUMAN/ABL1_2v7a_chainB,0.985904660634775,,,0.8588235294117647,,
43,HUMAN/ABL1_2hz4_chainB,HUMAN/ABL1_4twp_chainB,0.9862130914470646,,,0.8588235294117647,,
44,HUMAN/ABL1_2v7a_chainB,HUMAN/ABL1_4twp_chainB,0.9851189306071599,,,0.9931372549019608,,
